Mineral,Reference,Analysis Type,Location,Site,Section,Img. Ref. No.,Enclosing Phase,Na2O_pct,MgO_pct,Al2O3_pct,SiO2_pct,K2O_pct,CaO_pct,TiO2_pct,V2O5_pct,Cr2O3_pct,MnO_pct,FeO_pct,NiO_pct,CoO_pct,ZnO_pct,Total_pct,Sumox,Cr_apfu,Ti_apfu,V_apfu,Al_apfu,Fe2_apfu,Fe3_apfu,Mn_apfu,Mg_apfu,Co_apfu,Zn_apfu,Ni_apfu,Tot_cat,Mgno,Fe3no
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1077.2,1B,pyroxene,,5.74,18.08,0.06,,,1.23,0.556740741,38.15,0.58,36.18974635,0.045174672,0.03033201,0.48,,1.910301182,1.051175874,0.032248295,0.012819202,0.742611787,0.711266758,0.114498799,0.017120366,0.298209785,0.0008476,0.012350571,0.001266417,2.994415453,0.295410316,0.060000844
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1077.2,1A,pyroxene,,6.19,18.19,,,,1.05,0.032899087,38.92,0.45,35.54973441,0.033085675,0.002848076,0.39,,1.905517493,1.075084445,0.027598143,0.000759418,0.749005515,0.681338261,0.119124282,0.013316389,0.32239593,7.98E-05,0.010060031,0.000929845,2.999692045,0.321196521,0.061302701
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1077.2,5C,pyroxene,,7.8,22.35,0.08,,,1.5,0.739185191,35.28,0.31,33.22978338,0.022447358,0.021665721,0.21,,2.006677753,0.925408804,0.037438386,0.016202627,0.873906859,0.647777042,0.091400615,0.008711059,0.385770317,0.000576351,0.005143862,0.000599061,2.992934984,0.373248805,0.048341793
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1077.2,5B,pyroxene,,4.62,17.31,0.08,,,1.47,0.669468759,38.69,0.49,37.82975736,0.014964905,0.022886325,0.3,,1.904092721,1.069530868,0.038666311,0.015465075,0.713303297,0.785175719,0.106993551,0.014510918,0.240805124,0.000641622,0.007744276,0.000420891,2.993257652,0.234707232,0.056615505
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1077.2,2D,silicate,,8.72,22.37,0.06,,,1.42,0.541308695,35.93,0.33,31.16979242,0.030540623,0.025347876,0.13,,2.008427701,0.941637404,0.035410792,0.01185492,0.87392676,0.598730826,0.088446348,0.009264983,0.430895664,0.000673716,0.003181521,0.000814339,2.994837272,0.418497065,0.046452657
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1077.2,2A,silicate,,7.46,18.67,0.03,,,2.15,0.69773734,34.89,0.35,36.50971359,0.032373061,0.025480109,0.16,,1.917249835,0.957866417,0.056164674,0.016007484,0.764065984,0.664996228,0.131745518,0.010293812,0.386164156,0.000709437,0.004101936,0.00090425,2.993019896,0.367369397,0.071072497
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1077.2,3B,silicate,,7.77,21.86,0.15,,,1.01,0.542642152,34.75,0.24,33.4897519,0.07787859,0.035550092,0.26,,1.955650843,0.935289752,0.025866255,0.012204838,0.877049478,0.623385922,0.110017008,0.006920012,0.394313404,0.000970378,0.00653476,0.002132605,2.994684412,0.387455699,0.057230292
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1077.2,3A,silicate,,8.69,22.42,0.05,,,1.14,0.590775141,35.06,0.32,33.01974775,0.141708493,0.039517055,0.14,,1.997471442,0.923876711,0.028584314,0.013009226,0.880684364,0.588425685,0.110649633,0.009033505,0.431768583,0.001056077,0.003445047,0.003799259,2.994332404,0.423221926,0.05777413
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1077.2,2B,silicate,,8.92,21.39,0.08,,,1.66,0.738230172,36.3,0.42,31.41978349,0.039855514,0.025174958,0.13,,2.005062518,0.952930863,0.04146519,0.016194729,0.837043682,0.59434751,0.092704808,0.011811588,0.441518369,0.000670243,0.003186861,0.001064496,2.992938339,0.426231212,0.04924089
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1077.2,4A,,,0.02,0.77,10.28,,,12.14,0.554875329,4.41,0.36,59.32941506,0.034199136,-0.001281634,,,1.054834008,0.220057996,0.576418696,0.023137749,0.057275892,1.569528327,0.520670978,0.01924444,0.001881732,-6.49E-05,,0.001736259,2.98988721,0.00119748,0.652465919
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1077.2,1D,,,1.5,2.78,0.05,,,7.14,0.442102684,10.28,0.79,74.43909556,0.090985607,0.015664418,0.09,,1.217756677,0.444339868,0.293657561,0.015968806,0.179122249,1.137486445,0.755306282,0.036580823,0.12224823,0.000686666,0.003632701,0.004001251,2.993030882,0.09704284,0.547812296
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,,,,0.13,0.47,0.85,,,23.16,0.00095,,1.58,66.40950896,0.00125,0.00112,,,1.387172336,,0.836202826,3.01E-05,0.026584757,1.762604884,0.300949672,0.064226399,0.009300896,4.31E-05,,4.83E-05,2.999990915,0.005249092,0.918833702
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,,,,0.12,,0.03,,,,0.00095,,0.07,89.50870687,0.00125,0.00112,0.11,,0.715018767,,,5.84E-05,,0.970124629,1.999900812,0.005520361,0.016656189,8.36E-05,0.00756176,9.36E-05,2.999999431,0.01687932,1
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,,,,0.09,0.98,0.09,,,2.21,0.00095,,0.16,87.86877348,0.00125,0.00112,,,0.813518474,,0.136059337,5.14E-05,0.094520043,1.113869059,1.63327373,0.011090202,0.01097961,7.35E-05,,8.23E-05,2.999999125,0.009760967,0.945294372
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,,,,0.14,0.56,1.41,,,15.74,0.00095,,1.55,71.9992426,0.00125,0.00112,,,1.169110198,,0.674299402,3.57E-05,0.037583553,1.587572038,0.613749833,0.074758943,0.011884596,5.11E-05,,5.73E-05,2.999992504,0.007430396,0.942297518
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,3,,,0.06,0.85,0.11,,,2.17,0.00095,,0.14,87.81877337,0.00125,0.00112,,,0.806731894,,0.134720598,5.18E-05,0.082671336,1.117432242,1.64779903,0.009785561,0.007381317,7.41E-05,,8.30E-05,2.999998969,0.006562258,0.95222609
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,3,,,0.1,0.58,0.06,,,4.83,0.00095,0.07,0.22,85.71884555,0.00125,0.00112,0.06,,0.879322933,0.004190177,0.275107371,4.75E-05,0.051754111,1.246247548,1.39375811,0.014107861,0.011286608,6.80E-05,0.003353903,7.61E-05,2.999997331,0.00897519,0.961409813
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,3,,,0.05,0.51,0.17,,,6.52,0.00095,0.11,0.72,82.98891095,0.00125,0.00112,,,0.919514874,0.006296752,0.355134065,4.54E-05,0.043518776,1.305477808,1.239835894,0.044153043,0.005396636,6.50E-05,,7.28E-05,2.999996239,0.004116821,0.961372874
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,3,,,0.09,0.68,0.23,,,5.04,0.00095,0.12,0.43,86.14884253,0.00125,0.00112,,,0.895874808,0.007050446,0.281764781,4.66E-05,0.059556182,1.244620117,1.369782649,0.027065,0.009970272,6.67E-05,,7.47E-05,2.999997548,0.007947034,0.953629125
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,3,,,0.08,0.65,0.12,,,1.61,0.00095,0.1,0.12,88.86874793,0.00125,0.00112,,,0.790702241,0.006656864,0.101980327,5.28E-05,0.064500881,1.083257448,1.724791749,0.008557663,0.010041275,7.56E-05,,8.47E-05,2.999999329,0.009184384,0.96037876
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,3,,,0.07,0.54,0.68,,,1.93,0.00095,,0.13,87.02877867,0.00125,0.00112,,,0.78149954,,0.123689285,5.35E-05,0.054216352,1.105294334,1.698313363,0.009379972,0.008889578,7.65E-05,,8.57E-05,2.999998514,0.007978556,0.969063947
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,3,,,0.08,0.51,0.11,,,1.5,0.00095,,0.11,88.24875381,0.00125,0.00112,,,0.774791678,,0.09696384,5.39E-05,0.05164764,1.078584265,1.754332647,0.008005614,0.010247475,7.72E-05,,8.64E-05,2.999998979,0.009411441,0.97140188
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,3,,,0.08,0.83,0.09,,,2.53,0.00095,,0.13,87.99877643,0.00125,0.00112,,,0.82057294,,0.154421165,5.09E-05,0.079364477,1.135692662,1.611706119,0.008933324,0.00967575,7.29E-05,,8.16E-05,2.999998859,0.008447719,0.953068502
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,,,,0.12,0.83,0.1,,,2.45,0.00095,,0.1,87.28878495,0.00125,0.00112,,,0.812389335,,0.151044657,5.14E-05,0.080163955,1.129323186,1.617658652,0.00694101,0.014659828,7.36E-05,,8.24E-05,2.999998719,0.012814725,0.952784257
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,3,,,0.15,0.71,0.08,,,8.4,0.00095,0.07,0.29,82.89894989,0.00125,0.00112,0.05,,0.990183752,0.003721045,0.424880682,4.22E-05,0.056261047,1.390750628,1.090181244,0.01651464,0.015034442,6.04E-05,0.002482,6.76E-05,2.999995914,0.010694694,0.947849066
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,3,,,0.05,0.51,2.58,,,17.43,0.00095,0.04,1.66,68.73933042,0.00125,0.00112,,,1.202471939,0.001750926,0.725982132,3.48E-05,0.03327825,1.64393081,0.512939564,0.077843086,0.004126738,4.97E-05,,5.57E-05,2.999991646,0.002504001,0.9360745
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,3,,,0.07,0.86,1.9,,,4.19,0.00095,,0.26,83.98886166,0.00125,0.00112,,,0.849979269,,0.246893232,4.92E-05,0.079388094,1.221356034,1.426739801,0.017248523,0.008173377,7.03E-05,,7.88E-05,2.999997318,0.006647566,0.947289939
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,3,,,,0.62,3.18,,,13.13,0.00095,,1.18,72.01919461,0.00125,0.00112,,,1.072949212,,0.612899203,3.89E-05,0.04533961,1.550793865,0.728788903,0.062014,,5.57E-05,,6.24E-05,2.999992638,,0.941431417
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,3,,,0.04,0.53,2.28,,,15.61,0.00095,,1.46,71.00925769,0.00125,0.00112,,,1.153433826,,0.677818963,3.62E-05,0.036053584,1.602917094,0.608239559,0.071375157,0.003441749,5.18E-05,,5.80E-05,2.999992204,0.002142578,0.944041646
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,3,,,0.06,0.96,10.53,,,17.22,0.00095,0.05,0.71,53.30958519,0.00125,0.00112,,,1.080081735,0.002436666,0.798509377,3.87E-05,0.069739667,1.755838307,0.330727736,0.037067102,0.005513235,5.54E-05,,6.20E-05,2.99998811,0.003130116,0.820859756
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,3,,,0.04,0.45,3.28,,,17.49,0.00095,0.05,1.55,68.16934174,0.00125,0.00112,,,1.197264982,0.002198176,0.731649406,3.49E-05,0.029490864,1.655250886,0.50494469,0.073000918,0.003315748,4.99E-05,,5.59E-05,2.999991438,0.001999165,0.940948476
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,3,,,0.04,0.64,9.92,,,14.44,0.00095,,0.34,58.27944015,0.00125,0.00112,,,1.005004649,,0.719618994,4.16E-05,0.049966296,1.696494963,0.51071437,0.019076458,0.003950061,5.95E-05,,6.66E-05,2.999988818,0.002322957,0.910882791
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,3,,,0.11,0.47,1.32,,,12.52,0.00095,,1.16,76.30911545,0.00125,0.00112,,,1.081602068,,0.57974941,3.86E-05,0.034095386,1.509090204,0.806334203,0.06047521,0.010093389,5.53E-05,,6.19E-05,2.999993603,0.006643956,0.959431003
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,3,,,0.06,0.47,0.19,,,1.28,0.00095,,0.1,87.70875813,0.00125,0.00112,,,0.76091709,,0.084251206,5.49E-05,0.048464728,1.068886132,1.782939057,0.007410535,0.007825746,7.86E-05,,8.80E-05,2.999998867,0.00726819,0.973536842
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,3,,,0.11,0.49,0.07,,,1.39,0.00095,0.05,0.1,88.54874736,0.00125,0.00112,,,0.774042689,0.003400069,0.089940103,5.40E-05,0.049670259,1.068424709,1.766957498,0.007284873,0.014103913,7.72E-05,,8.65E-05,2.999999132,0.013028674,0.970840925
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1134.3,MT,,,0.09,,0.03,,,,0.00095,,0.05,90.24869774,0.00125,0.00112,,,0.719545615,,,5.81E-05,,0.983531943,1.999901593,0.003918308,0.012413551,8.31E-05,,9.30E-05,2.999999591,0.012464086,1
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1138.2,,,,0.14,0.7,1.75,,,10.54,0.00095,,0.68,77.89905833,0.00125,0.00112,0.12,,1.028549713,,0.513238018,4.06E-05,0.053399601,1.45661986,0.920050201,0.037279539,0.013508732,5.81E-05,0.005734606,6.51E-05,2.999994394,0.00918881,0.945143961
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1138.2,,,,0.33,1.22,5.48,,,6.72,0.00095,0.1,0.4,72.05907624,0.00125,0.00112,,,0.864778132,0.006086645,0.389195732,4.83E-05,0.110693059,1.325128082,1.10474142,0.026082078,0.037872248,6.91E-05,,7.74E-05,2.999994129,0.027785942,0.90439813
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1138.2,,,,0.93,1.11,0.19,,,6.19,0.00095,0.05,0.34,81.52891842,0.00125,0.00112,,,0.924334862,0.002847235,0.335401354,4.52E-05,0.094223428,1.214700009,1.232047178,0.020741325,0.099853998,6.47E-05,,7.24E-05,2.999996836,0.075960362,0.926966097
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1138.2,1C,,,0.09,0.34,0.04,,,4.39,0.00095,,0.16,86.74882237,0.00125,0.00112,,,0.861078394,,0.255343804,4.85E-05,0.030981432,1.234379161,1.458246454,0.010477657,0.010373174,6.94E-05,,7.77E-05,2.999997384,0.008333524,0.979196312
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1138.2,1C,,,0.16,0.23,0.28,,,2.17,0.00095,,0.12,87.93876614,0.00125,0.00112,,,0.788094476,,0.137906566,5.30E-05,0.02289891,1.109047233,1.701196837,0.00858598,0.020149002,7.59E-05,,8.49E-05,2.999998354,0.017843667,0.986718307
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1138.2,1B,,,0.13,0.28,0.16,,,3.38,0.00095,,0.18,85.97881495,0.00125,0.00112,,,0.817532183,,0.20706912,5.11E-05,0.026873141,1.178752448,1.558899827,0.012415224,0.015781575,7.31E-05,,8.19E-05,2.99999746,0.01321149,0.983053601
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1138.2,,,,,0.71,1.35,,,4.4,0.00095,0.05,0.49,82.69888209,0.00125,0.00112,,,0.844175984,0.003117595,0.261049688,4.95E-05,0.065991897,1.228203298,1.408704418,0.0327303,,7.08E-05,,7.93E-05,2.999996816,,0.953235322
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1138.2,,,,,0.67,0.36,,,3.84,0.00095,0.08,0.56,85.24883399,0.00125,0.00112,0.1,,0.845021572,0.004983161,0.227597205,4.94E-05,0.062211728,1.184295862,1.47752493,0.037368626,,7.08E-05,0.005816743,7.92E-05,2.999997674,,0.956500274
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1138.2,,,,,0.6,1.17,,,4.3,0.00095,,0.52,83.15887186,0.00125,0.00112,0.07,,0.840163522,,0.25633513,4.97E-05,0.056034137,1.217223142,1.431208505,0.03490008,,7.12E-05,0.004095264,7.97E-05,2.999996831,,0.962323474
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1138.2,,,,0.34,1.48,2.11,,,4.87,0.00095,0.08,0.04,79.92893331,0.00125,0.00112,0.11,,0.867495806,0.004854062,0.28116747,4.82E-05,0.133862702,1.233324159,1.298863907,0.002600037,0.038897651,6.89E-05,0.006232653,7.72E-05,2.999996896,0.030574583,0.903506797
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1138.2,,,,,0.86,1.42,,,4.23,0.00095,0.09,0.53,80.2989136,0.00125,0.00112,0.12,,0.826116711,0.005734345,0.256449853,5.06E-05,0.081681236,1.213015334,1.399595814,0.036176068,,7.24E-05,0.007139824,8.10E-05,2.999996458,,0.941213913
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1138.2,,,,0.06,0.91,2.77,,,5.22,0.00095,0.06,0.49,77.27897454,0.00125,0.00112,0.07,,0.838695767,0.003765559,0.311723503,4.98E-05,0.085133835,1.267460051,1.287564933,0.032944167,0.007100005,7.13E-05,0.00410243,7.98E-05,2.999995408,0.005570553,0.935414676
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1138.2,,,,0.59,2.39,3.54,,,8.48,0.00095,0.06,0.62,73.95908178,0.00125,0.00112,0.09,,0.987384916,0.003198508,0.430142999,4.23E-05,0.18992261,1.330853144,0.946517199,0.035407242,0.059303096,6.06E-05,0.004480265,6.78E-05,2.99999573,0.042659303,0.830541747
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1138.2,,,,0.35,1.64,11.44,,,13.66,0.00095,0.07,0.35,54.3594846,0.00125,0.00112,,,0.985603495,0.003738337,0.694147813,4.24E-05,0.130559016,1.638780907,0.477324572,0.020024087,0.035243388,6.07E-05,,6.79E-05,2.999989097,0.021053092,0.780424232
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1138.2,,,,0.45,1.3,4.63,,,5.89,0.00095,,0.4,74.31902514,0.00125,0.00112,0.14,,0.856178955,,0.344551576,4.88E-05,0.119136287,1.257893089,1.191673234,0.026344038,0.052162669,6.98E-05,0.008037318,7.82E-05,2.999995033,0.039817137,0.909112434
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1138.2,,,,0.53,1.47,4.77,,,5.64,0.00095,0.11,0.43,74.30902134,0.00125,0.00112,0.08,,0.856308217,0.006761534,0.329877343,4.88E-05,0.134695312,1.235428513,1.198701524,0.028315566,0.061426759,6.98E-05,0.00459206,7.82E-05,2.999995403,0.047365932,0.894447664
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1138.2,,,,0.57,1.42,6.2,,,6.64,0.00095,0.12,0.42,71.11908485,0.00125,0.00112,0.06,,0.865601321,0.007297028,0.38419673,4.83E-05,0.128716935,1.287962816,1.095505388,0.027360138,0.06535349,6.91E-05,0.003407069,7.73E-05,2.999994274,0.048291364,0.889555967
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1138.2,,,,0.8,2.47,8.41,,,6.6,0.00095,0.12,0.45,67.13914478,0.00125,0.00112,0.08,,0.87146589,0.007247922,0.379312398,4.79E-05,0.22238824,1.254463659,1.011652666,0.029117161,0.091106935,6.86E-05,0.004512189,7.68E-05,2.999994538,0.067708774,0.81500183
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1138.2,,,,0.74,2.51,9.04,,,7.57,0.00095,0.08,0.45,66.76916965,0.00125,0.00112,0.06,,0.90267625,0.004664882,0.420017474,4.63E-05,0.218175993,1.307171236,0.937040305,0.028110424,0.081360113,6.62E-05,0.003267133,7.42E-05,2.999994246,0.058594365,0.807876118
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1138.2,,,,0.11,1.09,2.23,,,4.2,0.00095,0.08,0.44,80.25891467,0.00125,0.00112,0.06,,0.832647148,0.005057218,0.252633993,5.02E-05,0.102714263,1.206065736,1.386872572,0.029797414,0.013111233,7.18E-05,0.003541913,8.04E-05,2.999996727,0.010754167,0.927894885
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1138.2,,,,0.58,1.97,3.8,,,4.61,0.00095,0.08,0.54,76.86896717,0.00125,0.00112,0.12,,0.8578339,0.004908734,0.269154234,4.87E-05,0.180189001,1.159566133,1.276508555,0.03549584,0.06710218,6.97E-05,0.006875839,7.80E-05,2.999996959,0.054702791,0.873360059
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1191.5,6A,olivine,,1.12,2.49,0.03,,,4.86,1.321220564,4.87,0.31,78.18900596,0.110232563,0.025632684,0.06,,1.056402321,0.24265112,0.230414825,0.055011792,0.184941875,1.136792832,0.994695075,0.016546999,0.105220538,0.001295258,0.002791705,0.0055881,2.975950119,0.084717717,0.699362594
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1191.5,1A,olivine,,1.51,5.44,0.02,,,3.19,1.462143974,9.46,0.3,72.66909461,0.129638584,0.027056722,0.13,,1.166630439,0.426815831,0.136949634,0.055127291,0.365873414,1.019226944,0.816286106,0.014500229,0.128456323,0.001238036,0.005477189,0.005950926,2.975901922,0.111926632,0.507332885
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1191.5,2A,olivine,,1.36,5.25,0.04,,,4.48,1.427549058,8.51,0.3,74.05909417,0.110073497,0.026629511,0.14,,1.192570515,0.375602245,0.188147062,0.052652233,0.345414442,1.085076328,0.790822092,0.014184829,0.113179216,0.001191985,0.00577021,0.004942905,2.976983546,0.094453322,0.52308626
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1191.5,7A,olivine,,1.26,3.37,,,,3.4,1.444168184,8.6,0.3,76.8990224,0.119776507,0.024493454,0.13,,1.114498007,0.406164387,0.15279288,0.056996514,0.237255266,1.051934867,0.929896661,0.0151785,0.112202644,0.001173174,0.005733393,0.005755405,2.975083691,0.096382638,0.591042406
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1191.5,,,,0.24,0.85,0.03,,,3.05,1.602558636,0.18,0.17,86.95883913,0.064580693,0.00825942,0.06,,0.896426969,0.010569155,0.170407388,0.078633722,0.074399372,1.179563697,1.407138688,0.010693526,0.026571017,0.000491843,0.00328991,0.003858081,2.965616398,0.022029891,0.943054677
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1201.4,4A,olivine,,2.05,4.3,0.05,,,7.95,0.671209215,11.14,0.39,68.68921101,0.124866611,0.033607297,0.13,,1.284953851,0.456331393,0.309872541,0.022976306,0.262570652,1.138645749,0.612544866,0.017114491,0.158335454,0.001396168,0.004972828,0.005204061,2.989964509,0.122079991,0.460059549
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1201.4,4B,olivine,,2.16,6.83,0.03,,,2.44,0.788899764,23.03,0.35,60.5893036,0.113095746,0.033749701,0.17,,1.382336112,0.876926049,0.088405578,0.025102559,0.387679027,0.924578264,0.505262954,0.014277143,0.155078624,0.00130331,0.006044814,0.004381433,2.989039754,0.143636951,0.285480582
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1201.4,3A,olivine,,2.35,6.74,0.04,,,2.09,0.690372085,24.54,0.37,59.08931848,0.111186957,0.028338356,0.25,,1.388760257,0.930100688,0.075374163,0.02186582,0.380800819,0.89321927,0.491907836,0.015023162,0.167939333,0.001089278,0.008848311,0.004287559,2.990456239,0.158260351,0.272856272
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1201.4,2B,olivine,,2.37,4.81,0.03,,,7.48,0.667478391,12.38,0.36,66.52923834,0.123912217,0.031186432,0.08,,1.299866479,0.501307944,0.288208211,0.022586466,0.290343153,1.097757602,0.583953436,0.01561675,0.18095119,0.001280733,0.003025094,0.005105038,2.990135616,0.141510867,0.424506769
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1201.4,2A,olivine,,2.13,4.98,0.03,,,7.32,0.654250922,12.06,0.39,66.95923228,0.118503981,0.029904798,0.11,,1.292586291,0.491100582,0.283631872,0.02226356,0.302297847,1.108053988,0.59204508,0.017013433,0.163542977,0.001235017,0.004182932,0.004909723,2.99027701,0.128612274,0.42733253
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1201.4,1B,olivine,,1.36,4.82,0.04,,,5.89,1.058027866,4.63,0.31,74.18908609,0.148885539,0.033464893,0.13,,1.129215598,0.215817575,0.261241351,0.041212604,0.334915638,1.140264281,0.839224675,0.015480028,0.119529164,0.001581991,0.005658667,0.007060886,2.98198686,0.09487997,0.603777051
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1201.4,3B,plagioclase,,2.26,5.6,,,,3.67,0.765158155,20.04,0.36,62.23927602,0.119935573,0.032468067,0.15,,1.331205249,0.792383425,0.138078016,0.025282267,0.330071679,0.960054652,0.547684924,0.015249106,0.168490438,0.001301976,0.005538522,0.004824881,2.988959885,0.149298809,0.327927548
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1201.4,2C,silicate,,1.89,4.15,,,,5.75,1.047344141,6.95,0.31,73.04909716,0.131229241,0.03261047,0.07,,1.151514288,0.317686061,0.250093272,0.040006439,0.282776961,1.088920988,0.814354436,0.015180262,0.16289371,0.001511748,0.002987971,0.006103021,2.982514868,0.130126056,0.575589756
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1201.4,1,,,1.21,3.41,,,,5.33,1.093301114,1.95,0.28,78.4389953,0.14586329,0.02549028,0.12,,1.033853623,0.099279194,0.258209163,0.046514735,0.258797801,1.144184361,1.026678175,0.015271647,0.116155066,0.001316155,0.005705186,0.007555627,2.979667113,0.092161733,0.741414942
spinel,"Barnes and Kunilov, 2000",WDS,Norilsk,Talnakh,OYG2-1209.1,4A,olivine,,3.03,4.53,0.07,,,7.28,0.928088074,27.67,0.44,55.30947337,0.191031599,0.047908707,0.16,,1.559487099,0.933920824,0.23380462,0.02617684,0.227919599,1.029819566,0.314943011,0.015909546,0.192829148,0.001639926,0.005042964,0.006560048,2.988566092,0.157714269,0.213262828
